Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
1447299,LA QUINTA INN & SUITES,LA QUINTA INN & SUITES,1953529,Restaurant,Risk 1 (High),1 S FRANKLIN ST ,CHICAGO,IL,60606,05/15/2014,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS IN PREP AREA AND DRY FOOD STORAGE CLOSET. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR OF CABINETS UNDER COUNTERS IN PREP AREA.",41.88190275050587,-87.6351640597954,"(41.88190275050587, -87.6351640597954)"
1447298,PRET A MANGER,PRET A MANGER,2055067,Restaurant,Risk 1 (High),211 W ADAMS ST ,CHICAGO,IL,60606,05/14/2014,Complaint,Fail,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SPLASH GUARD NEEDED AT FRONT EXPOSED HAND SINK WITHIN PREP TABLE NEXT TO TEA/COFFE STATION. 
  
SNEEZE GUARD NEEDED AT FRONT COUNTER TO PROTECT EXPOSED FOOD ITEMS IN DISPLAY CASE FACING CASHIERS. MUST PROVIDE.  | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FRONT DOOR NOT RODENT PROOF WITH 1/2' GAP DOWN THE MIDDLE PROVIDING A ENTRY POINT FOR RODENTS AND OTHER PEST. MUST RODENT PROOF/SEAL. SERIOUS VIOLATION 7-38-020. | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: POTENTIALLY HAZARDOUS FOOD ITEMS(SWEET CHILI SAUCE AND CHEESE) AT IMPROPER TEMPERATURES IN WALK-IN COOLER RANGING FROM 47.1F-50.0F DEGREES. INSTRUCTED TO MAINTAIN COLD FOODS AT 40F OR LOWER AT ALL TIMES. MANAGER VOLUNTARILY DENATURED AND DISCARDED FOOD. APPROX. TOTAL WT. 2.5LBS AND VALUE #9.00. CRITICAL VIOLATION 7-38-005(A).",41.879272838776735,-87.63410319837826,"(41.879272838776735, -87.63410319837826)"
1447297,"REVEL  DOWNTOWN, LLC.",,2320081,Special Event,Risk 3 (Low),440 W RANDOLPH ST ,CHICAGO,IL,60606,05/13/2014,License,Pass,,41.884553018862555,-87.63968258239669,"(41.884553018862555, -87.63968258239669)"
1447296,"REVEL  DOWNTOWN, LLC.",,2320080,Special Event,Risk 1 (High),440 W RANDOLPH ST ,CHICAGO,IL,60606,05/13/2014,License Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: DOORS RODENT PROOFED. VIOLATION CORRECTED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN/SANITIZE INTERIOR OF COOLERS IN BACK BAR AREA. 
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS OF ALL STORAGE AREAS, CLOSETS AND AT REAR WHERE NECESSARY OF DEBRIS. SEAL FLOOR UNDER EXPOSED EXPOSED HAND WASH SNK IN DISH WASHING AREA. 
 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPLACE ALL MISSING VENT COVERS WHERE NECESSARY, SEAL OPENINGS INTO WALL AT DRY STORAGE, BACK BAR AREAS, CAP OPENING OF PIPE IN WALL OF DRY STORAGE AREA AND REMOVE PEELING PAINT AT CEILING ABOVE IST FLOOR DISH MACHINE.  
 | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MUST REPAIR DAMAGED LIGHT SHIELD IN PREP AREA AT CEILING. 
 | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: : CLEAN ALL STORAGE AREAS, UTILITY CLOSETS AND REAR ELECTRICAL ROOM ORGANIZE AND MAINTAIN AT ALL TIMES. MUST CLEAN AND MAINTAIN ALL UNUSED WALK-IN COOLERS/FREEZERS. 
 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  LEAK AT 2ND 2-COMP SINK AT FAUCET IN PREP AREA, AND BACK BAR AREA. MUST REPAIR. URINAL ON IST FLOOR MENS WASHROM AND TWO ON 2ND FL. IN POOR REPAIR. MUST REPAIR. ",41.884553018862555,-87.63968258239669,"(41.884553018862555, -87.63968258239669)"
1447294,RUSTLE & ROUX,RUSTLE & ROUX,2314917,Restaurant,Risk 1 (High),227 W MONROE ST ,CHICAGO,IL,60606,05/13/2014,License,Fail,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: MUST PROVIDE A BARRIER/SEPARATION FROM PUBLIC AND PREP AREAS AT OPEN SPACES LEADING INTO COOKING AREAS. MUST CLEAN/SANITIZE INTERIOR OF ICE MACHINE AND REMOVE MOLD MACHINE. MUST REPAIR LEAK AT REFRIGERATION UNIT IN WALK-IN COOLER. SERIOUS VIOLATION 7-38-005(A). NO CITATION ISSUED.  | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: REAR EXIT DOORS NOT RODENT PROOF AT BOTTOM. MUST RODENT PROOF TO PREVENT RODENT ENTRY POINTS. SERIOUS VIOLATION 7-38-020. MUST HAVE A PEST CONTROL COMPANY WITH LOG BOOK ECT. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST PROVIDE SPLASH GUARDS AT EXPOSED HAND WASH SINKS IN THE FOLLOWING AREAS: FRONT PREP AREA, KITCHEN, REAR AND DISHWASHING AREA. MUST PROVIDE.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: PROPERLY CONNECT DRAIN HOSE AT SODA DISPENSER IN FRONT AREA. LEAK AT ICE MACHINE AT REAR, MUST REPAIR. 9.5  TURBO CHEF OVEN LOCATED IN DELI AREA AND PANINI PRESS NEEDS TO BE VENTED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPLACE MISSING CEILING TILES IN FRONT PREP AREA AND ABOVE EXPOSED HAND WASH SINK IN KITCHEN AREA, VENT COVER AT CEILING IN EMPLOYEES RESTROOM. SEAL HOLES AND OPENINGS INTO WALL AT REAR OFFICE AREA. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE CLUTTER IN STORAGE CLOSET IN DINING AREA ORGANIZE AND MAINTAIN AT ALL TIMES. REMOVE ARTICLES OFF FLOOR, AND PROVIDE  SHELVING AT LEAST 6' OFF FLOOR AND AWAY FROM WALL. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DETAIL CLEAN/SANITIZE INTERIOR BOTTOM OF SALAD BAR CABINETS AND ALL CONTACT SURFACES AND COUNTERS OF DEBRIS AND DUST.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLAEN ALL FLOORS THROUGHTOUT.",41.88053924995021,-87.63459246351388,"(41.88053924995021, -87.63459246351388)"
1447295,RUSTLE & ROUX,RUSTLE & ROUX,2314916,Restaurant,Risk 1 (High),227 W MONROE ST ,CHICAGO,IL,60606,05/13/2014,License,Fail,,41.88053924995021,-87.63459246351388,"(41.88053924995021, -87.63459246351388)"
1447293,CAFECITO,CAFECITO,2240716,Restaurant,Risk 1 (High),7 N WELLS ST ,CHICAGO,IL,60606,05/12/2014,Canvass,Pass,"41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ORGANIZE BOTTOM OF PREP TABLE AT REAR, MAINTAIN AT ALL TIMES. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: LEAK AT PIPE UNDER 3-COMPARTMENT. MUST REPAIR. REMOVE DEBRIS FROM DRAIN AT REAR, MAINTAIN AT ALL TIMES. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN WALLS OF FOOD SPILLS AT COLD HOLDING AREAR IN KITCHEN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS BETWEEN, AROUND AND UNDER HEAVY EQUIPMENT IN KITCHEN AREA. MAINTAIN AT ALL TIMES. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN BOTTOM OF PREP TABLES IN KITCHEN AREA, CLEAN SANITIZE MEAT SLICER, EXTERIOR OF SANDWICH PRESS MACHINES. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SPLASH GUARD NEEDED AT FRONT EXPOSED HAND WASH SINK BETWEEN SODA MACHINE CONTAINING ICE BIN AND COFFEE MACHINE. ALSO SPLASH GUARD NEEDED AT REAR EXPOSED HAND WASH SINK AGAINST WALL IN PREP AREA WHERE 
COOKED MEAT COOLING ON RACKS ARE PLACED.",41.88213629338787,-87.63368737606883,"(41.88213629338787, -87.63368737606883)"
1447292,MARKET CREATIONS,MARKET CREATIONS,1885116,Restaurant,Risk 1 (High),233 S WACKER DR ,CHICAGO,IL,60606,05/12/2014,Canvass,Fail,"41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CLEAN, ORGANIZE AND MAINTAIN EMPLOYEE STORAGE AREA. | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: NO SANITARY HAND DRYING DEVICE/PAPER TOWELS AT FIRST EXPOSED HANDWASHING SINK UPON ENTRANCE TO SUSHI PREP AREA. MUST PROVIDE. 
CRITICAL VIOLATION 7-38-030. | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: OBSERVED ICE IN PLASTIC BINS AND CONTAINERS WITH NO LIDS FOR SODA MACHINE, BEING TRANSPORTED FROM ANOTHER RESTAURANT ON SAME FLOOR TO THIS LOCATION THROUGHT A COMMON EXPOSED AREA SHARED WITH THE PUBLIC NOT PROTECTED FROM THE ELEMENTS. ALSO NOTED RICE BEING PREPARED IN RICE COOKER ON TABLE IN EMPLOYEES PERSONAL STORAGE AREA WITH CLOTHES, SHOES AND OTHER PERSONAL ITEMS. ALSO NOTED FRESH GINGER AND WASABI SPREAD IN BOWELS ON COUNTER NOT PROTECTED FOR CUSTOMER USE. 
INSTRUCTED TO PROTECT FOODS, COVER ICE, AND REMOVE RICE COOKER FROM EMPLOYEE AREA. 
SERIOUS VIOLATION 7-38-005(A).   | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED A FEW LIVE ROACHES CRAWLING IN/OUT OF ELECTRICAL OUTLET ON WALL ABOVE PREP TABLE IN FRYER AREA. ALSO NOT OVER FOURTY FRUIT FLIES 
ON WALL AND SHELVES IN DISHWASHING AREA AND AT REAR PREP AREA. INSTRUCTED TO CONTACT PEST CONTROL OPERATOR FOR SERVICE. SERIOUS VIOLATION 7-38-020. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: MUST REMOVE KNIVES FROM BETWEEN KNIFE RACK AND EXTERIOR OF COOLER, CLEAN/SANITIZE KNIVES AND KNIFE RACK, PROPERLY STORE.  | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST PROVIDE SPLASH GUARDS AT BOTH EXPOSED HANDWASHING SINKS SEPERATED BY SUSHI PREP COUNTER IN SUSHI PREP AREA. MUST PROVIDE. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MUST PROVIDE A LIGHT SHIELD IN 3-DOOR FREEZER. REPLACE MISSING CEILING TILES AND DAMANGED/CRACKED LIGHT SHIELDS WHERE NEEDED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR BOTTOM OF UPRIGHT FREEZER, MAINTAIN AT ALL TIMES. DETAIL CLEAN SHELVES WHERE COKING WINE IS STORED AND SHELVES AT REAR  
WHERE DRY GOOD ITEMS ARE STORED.  
DETAIL CLEAN SHELVES WHERE COOKING | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN FLOORS OUTSIDE EMPLOYEE AREA WHERE CAN GOODS AND DRY FOOD ITEMS ARE STORED, REAR PREP AREA. SEAL/REPLACE MISSING FLOOR COVING IN DEEP FRYER AREA AND WHERE NECESSARY TO PREVENT PEST HARBORAGE.",41.87856015362371,-87.63652387205532,"(41.87856015362371, -87.63652387205532)"
1447291,JERSEY MIKE'S,JERSEY MIKE'S,2073588,Restaurant,Risk 1 (High),200 W MONROE ST ,CHICAGO,IL,60606,05/09/2014,Canvass,Pass,"41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST REMOVE ACCESS CLUTTER IN EMPLOYEES ROOM, ORGANIZE AND MAINTAIN ROOM AT ALL TIMES. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN/SANITIZE INTERIOR BOTTOM AND SHELVES OF DELI COOLER, AND MAINTAIN AT ALL TIMES.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN/SANITIZE FLOORS THROUGHOUT, INCLUDING WALK-IN COOLER/FREEZER. MUST MAINTAIN AT ALL TIMES.",41.880768960917806,-87.63387497409452,"(41.880768960917806, -87.63387497409452)"
1447290,Chipotle Mexican Grill,Chipotle Mexican Grill,1545138,Restaurant,Risk 1 (High),230 W MONROE ST ,CHICAGO,IL,60606,05/09/2014,Canvass,Pass w/ Conditions,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SPLASH GUARD NEEDED AT REAR EXPOSED HANDWASHING SINK IN REAR PREP AREA NEXT TO PREP TABLE. MUST PROVIDE. | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: POTENTIALLY HAZARDOUS FOODS(CHICKEN, STEAK AND RICE) AT IMPROPER TEMPERATURES RANGING FROM 125.9F-129.9 F DEGREES IN HOT HOLDING UNITS AT FRONT OF PREMISES. MANAGER VOLUNTARILY DENATURED AND DISCARDED FOOD ITEMS. APPROX. WT. 10LBS, AND VALUE $71.00. INSTRUCTED TO MAINTAIN PROPER HOT HOLDING TEPERATURES OF 140F DEGREES OR HIGHER. CRITICAL VIOLATION 7-38-005(A). | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: NO SANITARY HAND DRYING DEVICE OR PAPER TOWELS AT SHARED MENS RESTROOM. MUST PROVIDE. CRITICAL VIOLATION 7-38-030. ",41.88075715864721,-87.6347092983425,"(41.88075715864721, -87.6347092983425)"
1447289,NOODLES & COMPANY,NOODLES & COMPANY,2263045,Restaurant,Risk 1 (High),1 S FRANKLIN ST ,CHICAGO,IL,60606,05/09/2014,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER AND AROUND EQUIPMENT IN FRONT PREP AREA. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: REPLACE MISSING LIGHTS IN 3-DOOR COOLER. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN/SANITIZE INTERIOR BOTTOM OF 3-DOOR COOLER.",41.88190275050587,-87.6351640597954,"(41.88190275050587, -87.6351640597954)"
1447288,HAUTE SAUSAGE,HAUTE SAUSAGE,2290163,Restaurant,Risk 1 (High),337 S FRANKLIN ST ,CHICAGO,IL,60606,05/08/2014,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: VIOLATION CORRECTED. FRONT DOOR RODENT PROOF, COMPLETE PEST CONTROL LOG BOOK PRESENTED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SPLASH GAURD AT THE 2ND PREP AREA NEEDS TO BE INSTALLED PROPERLY DUE TO ONE IS ON THE UNIT BUT ITS CUT TO SHORT AND WATER SPLASHES OVER TO THE TABLE WHEN WASHING HANDS. THIS TABLE IS USED TO PREP FOOD. 
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS UNDER THE 3 COMPARTMENT SINK IS VERY WET NEEDS TO KEEP DRY. 
 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OPEN HOLE AT THE 3 COMPARTMENT SINK BY THE FAUCET,NEEDS TO REPAIR.  
 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  NEEDS TO REPAIR THE LEAK UNDER THE 3 COMPARTMENT SINK.FILTERS ABOVE THE COOKING HOOD NEEDS CLEANING,ALSO FAN GAURD FILTER IN THE UP RIGHT REFRIGERATON NEED DETAIL CLEANING THRU OUT.  
 | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT SHELDS ARE MISSING IN REACH IN COOLERS FRONT SIDE PREP AREA REAR KITCHEN AREA, ",41.877213192248085,-87.63504062830523,"(41.877213192248085, -87.63504062830523)"
1447287,"MEZZA GRILLED WRAPS AND PITA, INC","MEZZA GRILLED WRAPS AND PITA, INC",1596616,Restaurant,Risk 1 (High),2 N RIVERSIDE PLZ ,CHICAGO,IL,60606,05/08/2014,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CEAN FLOORS BEHIND SERVICE COUNTER ON 1ST FLOOR AND UPPER LEVEL UNDER SSTORAGE RACKS, AROUND/BEHIND HEAVY EQUIPMENT. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE UNNECESSARY ARTICLES AND CLUTTER AT REAR 1ST FLOOR AREA AROUND MOP SINK AND UPPER LEVEL WHERE NECESSARY.",41.88197704758362,-87.63887583987513,"(41.88197704758362, -87.63887583987513)"
1447286,JIMMY JOHNS,JIMMY JOHNS,1921530,Restaurant,Risk 1 (High),2 N RIVERSIDE PLZ ,CHICAGO,IL,60606,05/08/2014,Complaint,Pass w/ Conditions,"12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: NO SOAP, SANITARY HAND DRYING DEVICE OR PAPER TOWELS AT EXPOSED HAND WASH SINK IN FRONT PREP AREA. MANAGER PROVIDED. CRITICAL VIOLATION 7-38-030 ISSUED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOOR AT REAR AND FLOOR DRAIN BEHIND ICE MAKER. ",41.88197704758362,-87.63887583987513,"(41.88197704758362, -87.63887583987513)"
1447283,ARAMARK NUVEEN INVESTMENTS CAFE,ARAMARK NUVEEN INVESTMENTS CAFE,1904569,Restaurant,Risk 1 (High),333 W WACKER DR ,CHICAGO,IL,60606,05/07/2014,Canvass Re-Inspection,Pass,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: EXPOSED HAND WASHING SINKS IN KITCHEN AREA HAVE BEEN REPAIRED. VIOLATION CORRECTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: VIOLATION CORRECTED. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: VIOLATION CORRECTED.",41.886025412541144,-87.63629770323044,"(41.886025412541144, -87.63629770323044)"
1447284,U.B. DOGS,U.B. DOGS,2074531,Restaurant,Risk 1 (High),185 N FRANKLIN ST BLDG ,CHICAGO,IL,60606,05/07/2014,Canvass,Pass,"41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE CLUTTER AND UNUSED EQUIPMENT IN BASEMENT AREA, ORGANIZE AND MAINTAIN AT ALL TIMES. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR BOTTOM OF DEEP FRYER OF GREASE SPILLS.",41.88541736970022,-87.63525649485959,"(41.88541736970022, -87.63525649485959)"
1447285,JIMMY JOHN'S,JIMMY JOHN'S,1718547,Restaurant,Risk 1 (High),205 W MONROE ST ,CHICAGO,IL,60606,05/07/2014,Canvass,Pass w/ Conditions,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FACUET AT WASHBOWL IN EMPLOYEES WASHROOM IN POOR REPAIR. HANDLE FOR FLUSHING AT TOILET ALSO IN POOR REPAIR MUST REPAIR/REPLACE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: REMOVE ICE BUILD-UP ON FLOOR IN WALK-IN FREEZER. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT OUT IN WALK-IN FREEZER. MUST PROVIDE. | 9. WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE - Comments: PREMISES HAS NO HOT RUNNING WATER THROOUGHTOUT PREMISES. MUST PRVIDE. 
CRITICAL VIOLATION 7-38-030 ISSUED. | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: POTENTIALLY HAZARDOUS FOOD ITEMS (i.e. HAM,CHESE AND VITO)AT IMPROPER 
TEMPERATURES IN COLD HOLDING UNIT RANGING FROM 47.4-52.5F DEGREES. MANAGER VOLUNTARILY DENATURED AND DISCARDED. APPROX. WT. 12LBS. APPROX. VALUE $31.05. INSTR. TO MAINTAIN COLD FOODS AT 40F DEGREES OR LOWER AT ALL TIMES. CRITICAL VIOLATION 7-38-030 ISSUED.",41.880547897806615,-87.63398066695044,"(41.880547897806615, -87.63398066695044)"
